ID,Order Date,Product Name,Sales,Quantity,Year
2272,9/18/2019,Tables - Laborum,71.52,4,2019
2273,9/18/2019,Machines - Molestias,522.61,8,2019
2274,9/17/2019,Bookcases - Distinctio,697.62,9,2019
2275,9/16/2019,Furnishings - Laboriosam,945.29,6,2019
2276,9/16/2019,Bookcases - Veritatis,185.07,10,2019
2277,9/15/2019,Art - Cupiditate,973.97,3,2019
2278,9/15/2019,Furnishings - Vero,354.87,7,2019
2279,9/14/2019,Furnishings - Quis,246.3,1,2019
2280,9/13/2019,Paper - A,729.81,6,2019
2281,9/13/2019,Envelopes - Eaque,710.62,8,2019
2282,9/13/2019,Paper - Dolores,835.17,5,2019
2283,9/12/2019,Machines - Hic,414.18,5,2019
2284,9/12/2019,Furnishings - Hic,909.14,10,2019
2285,9/12/2019,Binders - Deleniti,303.73,7,2019
2286,9/12/2019,Bookcases - Possimus,393.57,2,2019
2287,9/12/2019,Binders - Voluptas,496.24,10,2019
2288,9/12/2019,Tables - Dignissimos,438.58,10,2019
2289,9/11/2019,Binders - Incidunt,915.03,2,2019
2290,9/11/2019,Art - Impedit,841.01,4,2019
2291,9/11/2019,Phones - Nihil,630.5,4,2019
2292,9/11/2019,Bookcases - Nisi,274.35,8,2019
2293,9/11/2019,Accessories - Aut,808.88,1,2019
2294,9/11/2019,Machines - Reprehenderit,147.83,1,2019
2295,9/11/2019,Binders - Dolores,475.46,4,2019
2296,9/10/2019,Binders - Reiciendis,587.41,7,2019
2297,9/10/2019,Tables - Nemo,216.8,5,2019
2298,9/9/2019,Art - A,116.09,6,2019
2299,9/9/2019,Art - Reprehenderit,653.69,9,2019
2300,9/9/2019,Copiers - Qui,240.35,9,2019
2301,9/9/2019,Machines - Commodi,620.08,7,2019
2302,9/9/2019,Bookcases - Repudiandae,71.8,2,2019
2303,9/8/2019,Copiers - A,790.89,6,2019
2304,9/8/2019,Envelopes - Autem,704.23,2,2019
2305,9/7/2019,Binders - Veniam,801.2,1,2019
2306,9/7/2019,Bookcases - Omnis,133.32,2,2019
2307,9/5/2019,Tables - Ex,412.35,8,2019
2308,9/5/2019,Binders - Nam,381.16,1,2019
2309,9/5/2019,Envelopes - Cumque,198.72,6,2019
2310,9/4/2019,Art - Incidunt,821.59,7,2019
2311,9/4/2019,Art - Id,706.23,2,2019
2312,9/4/2019,Chairs - Cupiditate,782.89,10,2019
2313,9/4/2019,Art - Sequi,223.83,4,2019
2314,9/4/2019,Accessories - Sunt,33.88,5,2019
2315,9/3/2019,Paper - Dolore,380.03,4,2019
2316,9/2/2019,Paper - Quisquam,420.9,3,2019
2317,9/2/2019,Envelopes - Numquam,658.05,10,2019
2318,9/1/2019,Accessories - Alias,582.21,7,2019
2319,9/1/2019,Chairs - Iusto,60.76,3,2019
2320,9/1/2019,Envelopes - Quis,799.7,2,2019
2321,8/31/2019,Phones - Cupiditate,327.07,6,2019
2322,8/31/2019,Bookcases - Officia,96.04,1,2019
2323,8/31/2019,Accessories - Voluptate,487.8,9,2019
2324,8/30/2019,Phones - Voluptatem,40.61,10,2019
2325,8/30/2019,Accessories - Ut,961.55,4,2019
2326,8/29/2019,Art - Expedita,610.22,1,2019
2327,8/29/2019,Chairs - Laudantium,293.15,9,2019
2328,8/29/2019,Bookcases - Dicta,332.67,7,2019
2329,8/27/2019,Machines - Ratione,254.15,9,2019
2330,8/27/2019,Furnishings - Dignissimos,441.03,4,2019
2331,8/27/2019,Art - Consequuntur,558.68,8,2019
2332,8/27/2019,Bookcases - Expedita,120.39,1,2019
2333,8/26/2019,Chairs - Fuga,839.85,6,2019
2334,8/25/2019,Machines - Suscipit,756.75,2,2019
2335,8/24/2019,Paper - Blanditiis,30.5,7,2019
2336,8/24/2019,Chairs - Deleniti,395.2,5,2019
2337,8/24/2019,Copiers - Nam,881.69,3,2019
2338,8/24/2019,Chairs - Eius,830.56,1,2019
2339,8/24/2019,Phones - Impedit,23.65,3,2019
2340,8/23/2019,Chairs - Officiis,223.23,6,2019
2341,8/23/2019,Tables - Laboriosam,608.21,1,2019
2342,8/22/2019,Chairs - Veniam,150.98,8,2019
2343,8/22/2019,Accessories - Repellat,731.96,3,2019
2344,8/21/2019,Bookcases - In,156.84,4,2019
2345,8/21/2019,Bookcases - Vitae,384.95,7,2019
2346,8/19/2019,Accessories - Sed,647.85,1,2019
2347,8/19/2019,Art - Impedit,139.15,7,2019
2348,8/17/2019,Bookcases - Itaque,115.41,6,2019
2349,8/17/2019,Phones - Beatae,974.96,10,2019
2350,8/17/2019,Phones - Assumenda,642.48,10,2019
2351,8/16/2019,Chairs - Dolor,873.08,4,2019
2352,8/16/2019,Machines - Quibusdam,667.43,2,2019
2353,8/16/2019,Furnishings - Error,510.5,6,2019
2354,8/16/2019,Binders - Ipsum,575.02,1,2019
2355,8/16/2019,Binders - Culpa,740.5,4,2019
2356,8/16/2019,Paper - Excepturi,285.53,9,2019
2357,8/15/2019,Tables - Praesentium,384.67,1,2019
2358,8/15/2019,Machines - Illo,442.11,3,2019
2359,8/14/2019,Art - Necessitatibus,881.85,5,2019
2360,8/14/2019,Copiers - Perferendis,708.15,4,2019
2361,8/14/2019,Accessories - Unde,490.94,10,2019
2362,8/12/2019,Bookcases - Corporis,768.32,5,2019
2363,8/12/2019,Paper - Deleniti,899.66,1,2019
2364,8/12/2019,Binders - Corrupti,412.13,1,2019
2365,8/12/2019,Bookcases - Quis,56.12,6,2019
2366,8/12/2019,Tables - Facilis,469.47,8,2019
2367,8/12/2019,Chairs - Fugit,582.31,6,2019
2368,8/11/2019,Phones - Explicabo,366.14,1,2019
2369,8/11/2019,Chairs - Vitae,223.03,6,2019
2370,8/11/2019,Binders - Reiciendis,355.56,3,2019
2371,8/11/2019,Accessories - Dolores,485.57,10,2019
2372,8/11/2019,Phones - Esse,497.46,3,2019
2373,8/11/2019,Art - Assumenda,359.81,4,2019
2374,8/11/2019,Bookcases - Omnis,297.46,1,2019
2375,8/10/2019,Envelopes - Ad,829.19,6,2019
2376,8/10/2019,Copiers - Nisi,737.2,8,2019
2377,8/10/2019,Machines - Nobis,623.03,6,2019
2378,8/9/2019,Furnishings - Voluptate,846.04,4,2019
2379,8/9/2019,Machines - Quidem,565.31,5,2019
2380,8/9/2019,Tables - Tempore,306.4,2,2019
2381,8/9/2019,Envelopes - Officiis,929.9,4,2019
2382,8/8/2019,Copiers - Iure,606.65,9,2019
2383,8/8/2019,Furnishings - Architecto,122.05,2,2019
2384,8/7/2019,Phones - Adipisci,28.14,6,2019
2385,8/7/2019,Envelopes - Officiis,225.75,8,2019
2386,8/6/2019,Art - Perspiciatis,717.07,9,2019
2387,8/6/2019,Bookcases - Dolorem,53.03,1,2019
2388,8/5/2019,Furnishings - Nemo,455.57,4,2019
2389,8/5/2019,Accessories - Aperiam,33.9,6,2019
2390,8/4/2019,Envelopes - Fuga,321.36,3,2019
2391,8/4/2019,Art - Aspernatur,410.17,1,2019
2392,8/4/2019,Binders - Soluta,184.25,8,2019
2393,8/4/2019,Art - Maiores,995.87,1,2019
2394,8/3/2019,Binders - Sed,454.58,10,2019
2395,8/3/2019,Furnishings - Officiis,697.83,8,2019
2396,8/3/2019,Furnishings - Tempora,852.58,1,2019
2397,8/3/2019,Art - Laborum,911.7,7,2019
2398,8/2/2019,Phones - Nesciunt,783.42,1,2019
2399,8/2/2019,Chairs - Tenetur,564.33,7,2019
2400,8/2/2019,Copiers - Voluptatem,520.52,5,2019
2401,8/2/2019,Accessories - Iure,105.29,1,2019
2402,8/1/2019,Envelopes - Et,987,2,2019
2403,8/1/2019,Bookcases - Reiciendis,747.83,7,2019
2404,8/1/2019,Bookcases - Odit,82.44,4,2019
2405,8/1/2019,Furnishings - Perspiciatis,108.92,4,2019
2406,7/31/2019,Bookcases - Ut,757.93,2,2019
2407,7/31/2019,Accessories - Mollitia,957.12,1,2019
2408,7/31/2019,Bookcases - Minima,779.42,6,2019
2409,7/31/2019,Envelopes - Exercitationem,383.16,7,2019
2410,7/31/2019,Envelopes - Nostrum,39.19,8,2019
2411,7/31/2019,Bookcases - Nihil,153,9,2019
2412,7/30/2019,Furnishings - A,142.79,2,2019
2413,7/30/2019,Chairs - Incidunt,878.24,3,2019
2414,7/30/2019,Copiers - Culpa,336.77,5,2019
2415,7/29/2019,Paper - Natus,14.78,4,2019
2416,7/29/2019,Chairs - Amet,971.76,2,2019
2417,7/29/2019,Tables - Accusamus,888.45,10,2019
2418,7/28/2019,Phones - Harum,766.41,4,2019
2419,7/28/2019,Tables - Sint,472.41,9,2019
2420,7/28/2019,Binders - Ratione,839.49,4,2019
2421,7/27/2019,Binders - Nam,342.32,3,2019
2422,7/27/2019,Tables - Aliquid,995.17,9,2019
2423,7/26/2019,Binders - Unde,370.57,7,2019
2424,7/26/2019,Machines - Laboriosam,18.18,9,2019
2425,7/24/2019,Art - Mollitia,285.99,9,2019
2426,7/24/2019,Paper - Id,144.1,9,2019
2427,7/23/2019,Furnishings - Iste,534.64,7,2019
2428,7/23/2019,Accessories - Earum,547.34,5,2019
2429,7/22/2019,Art - Aliquam,591.94,2,2019
2430,7/22/2019,Furnishings - Corrupti,202.06,3,2019
2431,7/22/2019,Envelopes - Sapiente,487.21,3,2019
2432,7/22/2019,Machines - Temporibus,621.16,1,2019
2433,7/22/2019,Machines - Aspernatur,581.04,1,2019
2434,7/21/2019,Accessories - Aliquam,445.5,4,2019
2435,7/21/2019,Furnishings - Optio,975.86,3,2019
2436,7/21/2019,Art - Molestias,578.79,10,2019
2437,7/21/2019,Binders - Reiciendis,117.78,9,2019
2438,7/21/2019,Binders - Consectetur,28.47,5,2019
2439,7/21/2019,Tables - Adipisci,50.79,7,2019
2440,7/21/2019,Tables - Dolorem,31.52,10,2019
2441,7/20/2019,Phones - Cupiditate,266.06,2,2019
2442,7/20/2019,Phones - Nesciunt,261.94,8,2019
2443,7/20/2019,Accessories - Dolorem,15.39,9,2019
2444,7/20/2019,Paper - Veniam,753.09,9,2019
2445,7/19/2019,Bookcases - Aperiam,148.21,4,2019
2446,7/18/2019,Envelopes - Impedit,265.23,1,2019
2447,7/18/2019,Paper - Recusandae,152.84,3,2019
2448,7/18/2019,Phones - Nobis,412.37,1,2019
2449,7/18/2019,Bookcases - Non,682.15,1,2019
2450,7/17/2019,Accessories - Consequatur,204.42,10,2019
2451,7/17/2019,Phones - Odit,649.97,7,2019
2452,7/16/2019,Art - Optio,598.26,1,2019
2453,7/14/2019,Tables - Quaerat,923.72,8,2019
2454,7/14/2019,Chairs - Expedita,838.52,2,2019
2455,7/14/2019,Phones - Corrupti,404.83,7,2019
2456,7/12/2019,Envelopes - Blanditiis,72.36,9,2019
2457,7/12/2019,Chairs - Expedita,899.25,7,2019
2458,7/11/2019,Phones - Voluptate,365.5,2,2019
2459,7/11/2019,Bookcases - Voluptas,995.41,4,2019
2460,7/11/2019,Accessories - Reprehenderit,367.76,2,2019
2461,7/11/2019,Copiers - Est,59.7,10,2019
2462,7/10/2019,Envelopes - Expedita,686.81,4,2019
2463,7/10/2019,Envelopes - Cupiditate,890.11,10,2019
2464,7/9/2019,Art - Nobis,776.45,7,2019
2465,7/9/2019,Tables - Voluptatibus,61.79,8,2019
2466,7/9/2019,Machines - Consequuntur,220.78,1,2019
2467,7/8/2019,Machines - Esse,423.79,4,2019
2468,7/8/2019,Tables - Tenetur,737.06,5,2019
2469,7/8/2019,Tables - Possimus,495.91,8,2019
2470,7/8/2019,Art - Quis,500.35,9,2019
2471,7/8/2019,Furnishings - Eius,619.56,1,2019
2472,7/7/2019,Phones - Doloremque,363.84,7,2019
2473,7/7/2019,Chairs - Illo,286.29,8,2019
2474,7/6/2019,Accessories - Aperiam,441.65,1,2019
2475,7/5/2019,Copiers - Possimus,583.03,3,2019
2476,7/5/2019,Envelopes - Itaque,966.1,8,2019
2477,7/4/2019,Envelopes - Cumque,678.87,9,2019
2478,7/4/2019,Bookcases - Nulla,108.05,7,2019
2479,7/4/2019,Machines - Enim,790.97,7,2019
2480,7/3/2019,Chairs - Perferendis,796.45,4,2019
2481,7/3/2019,Phones - Eos,609.7,8,2019
2482,7/3/2019,Chairs - Illum,781.85,6,2019
2483,7/2/2019,Furnishings - Omnis,201.48,2,2019
2484,7/2/2019,Accessories - Corrupti,793.12,8,2019
2485,7/2/2019,Machines - Dicta,748.83,2,2019
2486,7/2/2019,Chairs - Corporis,856.45,8,2019
2487,7/1/2019,Chairs - Tenetur,724.07,6,2019
2488,7/1/2019,Paper - Fugit,935.55,8,2019
2489,6/30/2019,Paper - Harum,218.13,3,2019
2490,6/29/2019,Furnishings - Ipsam,999.18,9,2019
2491,6/29/2019,Phones - Doloribus,477.7,6,2019
2492,6/28/2019,Bookcases - Laboriosam,728.06,10,2019
2493,6/28/2019,Accessories - Vel,924.81,4,2019
2494,6/27/2019,Paper - Reiciendis,507.36,6,2019
2495,6/27/2019,Binders - Suscipit,722.22,1,2019
2496,6/27/2019,Chairs - Minus,676.5,5,2019
2497,6/27/2019,Envelopes - Eos,718.32,5,2019
2498,6/27/2019,Tables - Quam,374.99,9,2019
2499,6/26/2019,Art - Molestiae,513.65,8,2019
2500,6/25/2019,Furnishings - Placeat,270.19,2,2019
2501,6/25/2019,Paper - Maiores,609.19,9,2019
2502,6/25/2019,Binders - Incidunt,191.26,9,2019
2503,6/25/2019,Art - Possimus,98.87,9,2019
2504,6/24/2019,Bookcases - Excepturi,868.74,7,2019
2505,6/24/2019,Envelopes - Ullam,285.31,4,2019
2506,6/24/2019,Copiers - Sed,452.05,10,2019
2507,6/24/2019,Paper - Dignissimos,558,4,2019
2508,6/23/2019,Accessories - Quam,654.2,6,2019
2509,6/23/2019,Art - Debitis,650.43,10,2019
2510,6/23/2019,Phones - Architecto,704.78,9,2019
2511,6/22/2019,Bookcases - Sapiente,907.15,1,2019
2512,6/22/2019,Phones - Facere,607.12,6,2019
2513,6/22/2019,Copiers - Veniam,679.69,7,2019
2514,6/21/2019,Furnishings - Ipsa,222.91,9,2019
2515,6/21/2019,Furnishings - Eveniet,82.05,7,2019
2516,6/21/2019,Art - Officiis,23.38,2,2019
2517,6/20/2019,Furnishings - Dolorum,913.74,5,2019
2518,6/20/2019,Art - Iusto,332.26,7,2019
2519,6/20/2019,Accessories - Similique,368.43,3,2019
2520,6/20/2019,Tables - Ullam,802.32,8,2019
2521,6/19/2019,Art - Necessitatibus,672.18,7,2019
2522,6/19/2019,Chairs - Inventore,730.42,2,2019
2523,6/19/2019,Chairs - Delectus,590.12,9,2019
2524,6/18/2019,Bookcases - Totam,778.26,4,2019
2525,6/18/2019,Accessories - Magni,246.76,7,2019
2526,6/17/2019,Envelopes - Eius,319.4,5,2019
2527,6/17/2019,Bookcases - Iusto,842.16,4,2019
2528,6/16/2019,Binders - Odit,880.48,6,2019
2529,6/16/2019,Binders - Voluptas,621.47,1,2019
2530,6/15/2019,Chairs - Officiis,388.79,9,2019
2531,6/14/2019,Art - Iusto,679.77,7,2019
2532,6/13/2019,Binders - Atque,524.53,8,2019
2533,6/13/2019,Art - Eius,907.42,6,2019
2534,6/12/2019,Accessories - Ad,652.77,4,2019
2535,6/11/2019,Furnishings - Maiores,968.34,6,2019
2536,6/11/2019,Phones - Aspernatur,699.71,10,2019
2537,6/10/2019,Bookcases - Consectetur,174,4,2019
2538,6/10/2019,Chairs - Magnam,783.58,1,2019
2539,6/10/2019,Copiers - Repellendus,314.09,3,2019
2540,6/10/2019,Art - Iusto,821.07,5,2019
2541,6/10/2019,Chairs - Quisquam,764.24,9,2019
2542,6/9/2019,Furnishings - Itaque,463.79,6,2019
2543,6/9/2019,Paper - Maxime,732.35,6,2019
2544,6/9/2019,Chairs - Sit,139.88,4,2019
2545,6/9/2019,Machines - Adipisci,21.14,1,2019
2546,6/8/2019,Envelopes - Natus,343.3,5,2019
2547,6/8/2019,Copiers - Consectetur,699.27,4,2019
2548,6/6/2019,Art - Fugit,76.84,7,2019
2549,6/5/2019,Binders - Dolor,571.9,1,2019
2550,6/5/2019,Machines - Iste,206.24,10,2019
2551,6/5/2019,Binders - Aliquid,708.42,8,2019
2552,6/5/2019,Bookcases - Ab,111.19,3,2019
2553,6/4/2019,Bookcases - Quaerat,375.08,1,2019
2554,6/4/2019,Phones - Facere,869.31,8,2019
2555,6/4/2019,Copiers - Odio,780.01,1,2019
2556,6/4/2019,Chairs - Architecto,910.19,10,2019
2557,6/3/2019,Bookcases - Voluptatum,300.2,3,2019
2558,6/2/2019,Chairs - Qui,173.76,8,2019
2559,6/2/2019,Envelopes - Architecto,197.24,4,2019
2560,6/1/2019,Paper - Hic,369.37,6,2019
2561,6/1/2019,Bookcases - Ducimus,20.04,3,2019
2562,6/1/2019,Paper - Exercitationem,403.1,2,2019
2563,6/1/2019,Art - Eius,524.49,3,2019
2564,5/31/2019,Copiers - Aliquid,456.2,6,2019
2565,5/31/2019,Art - Possimus,439.76,4,2019
2566,5/30/2019,Tables - Vitae,729.9,3,2019
2567,5/30/2019,Envelopes - Nisi,924.08,9,2019
2568,5/30/2019,Machines - Ipsum,98.85,8,2019
2569,5/30/2019,Paper - Eius,119.34,1,2019
2570,5/30/2019,Phones - Doloribus,374.02,5,2019
2571,5/29/2019,Tables - In,613.98,6,2019
2572,5/29/2019,Tables - Quae,226.3,2,2019
2573,5/28/2019,Accessories - Corporis,582.4,4,2019
2574,5/28/2019,Copiers - Voluptatibus,897.94,1,2019
2575,5/28/2019,Chairs - Nulla,465.09,3,2019
2576,5/28/2019,Art - Asperiores,604.97,2,2019
2577,5/27/2019,Envelopes - Deleniti,613.57,5,2019
2578,5/27/2019,Paper - Harum,58.37,5,2019
2579,5/27/2019,Machines - Saepe,469.13,3,2019
2580,5/26/2019,Art - Culpa,226.26,10,2019
2581,5/26/2019,Binders - Illo,39.61,7,2019
2582,5/25/2019,Binders - Modi,895.33,2,2019
2583,5/25/2019,Tables - Illo,89.48,1,2019
2584,5/25/2019,Art - Quae,648.16,9,2019
2585,5/24/2019,Tables - Officiis,370.58,2,2019
2586,5/24/2019,Art - Dicta,345.37,10,2019
2587,5/24/2019,Furnishings - Soluta,221.89,2,2019
2588,5/23/2019,Tables - Pariatur,884.1,1,2019
2589,5/23/2019,Chairs - Dolorem,585.47,3,2019
2590,5/23/2019,Chairs - Dignissimos,940.78,7,2019
2591,5/22/2019,Phones - Minus,410.44,9,2019
2592,5/22/2019,Accessories - Cum,248.97,2,2019
2593,5/22/2019,Bookcases - Doloremque,154.49,9,2019
2594,5/22/2019,Furnishings - Nemo,976.83,10,2019
2595,5/22/2019,Machines - Quos,730.92,6,2019
2596,5/21/2019,Furnishings - Rerum,367.59,9,2019
2597,5/21/2019,Machines - Repellat,781.07,1,2019
2598,5/21/2019,Accessories - Perferendis,702.64,10,2019
2599,5/21/2019,Bookcases - Fugiat,806.7,8,2019
2600,5/20/2019,Envelopes - Doloremque,369.1,1,2019
2601,5/20/2019,Chairs - Omnis,696.67,8,2019
2602,5/19/2019,Tables - Repudiandae,585.22,4,2019
2603,5/19/2019,Binders - Laudantium,572.04,10,2019
2604,5/18/2019,Bookcases - Quidem,340.11,5,2019
2605,5/18/2019,Binders - Qui,782.74,8,2019
2606,5/18/2019,Copiers - Architecto,138.24,3,2019
2607,5/18/2019,Tables - Distinctio,965.5,7,2019
2608,5/18/2019,Bookcases - Excepturi,290.87,5,2019
2609,5/18/2019,Phones - Quod,845.56,3,2019
2610,5/17/2019,Bookcases - Libero,596.61,2,2019
2611,5/17/2019,Art - Veritatis,292.06,4,2019
2612,5/16/2019,Bookcases - Expedita,149.04,7,2019
2613,5/16/2019,Phones - Atque,935.66,4,2019
2614,5/16/2019,Furnishings - Molestias,446.34,2,2019
2615,5/16/2019,Art - Doloremque,537.48,4,2019
2616,5/16/2019,Machines - Aliquam,418.01,5,2019
2617,5/15/2019,Furnishings - Repudiandae,964.92,1,2019
2618,5/14/2019,Paper - Quam,374.4,1,2019
2619,5/14/2019,Accessories - Aperiam,302.76,2,2019
2620,5/14/2019,Binders - Adipisci,342.07,2,2019
2621,5/14/2019,Machines - Accusamus,27.3,8,2019
2622,5/13/2019,Binders - Eaque,812.01,9,2019
2623,5/13/2019,Chairs - Dignissimos,125.71,9,2019
2624,5/12/2019,Copiers - Molestias,765.31,3,2019
2625,5/11/2019,Paper - Sapiente,802.34,4,2019
2626,5/11/2019,Copiers - Rerum,505.17,2,2019
2627,5/11/2019,Phones - Vel,444.69,5,2019
2628,5/11/2019,Envelopes - Ullam,41.81,9,2019
2629,5/11/2019,Envelopes - Sed,35.48,3,2019
2630,5/11/2019,Art - Molestias,740.92,5,2019
2631,5/11/2019,Phones - Deserunt,490.6,2,2019
2632,5/10/2019,Accessories - Soluta,678.96,10,2019
2633,5/10/2019,Furnishings - Facilis,717.5,1,2019
2634,5/9/2019,Envelopes - Quod,187.82,1,2019
2635,5/9/2019,Binders - Odio,655.98,4,2019
2636,5/8/2019,Furnishings - Cumque,828.25,10,2019
2637,5/8/2019,Binders - Id,462.97,1,2019
2638,5/8/2019,Phones - Porro,622.18,4,2019
2639,5/7/2019,Copiers - Quae,699.49,7,2019
2640,5/7/2019,Chairs - Ab,746.2,9,2019
2641,5/7/2019,Binders - Magnam,617.25,5,2019
2642,5/6/2019,Binders - Totam,51.36,4,2019
2643,5/6/2019,Envelopes - Ad,793.61,6,2019
2644,5/6/2019,Envelopes - Ab,184.81,1,2019
2645,5/5/2019,Accessories - Deserunt,382.89,7,2019
2646,5/5/2019,Chairs - Ratione,206.57,1,2019
2647,5/4/2019,Accessories - Neque,346.44,1,2019
2648,5/4/2019,Copiers - Exercitationem,889.77,7,2019
2649,5/3/2019,Bookcases - Blanditiis,248.71,2,2019
2650,5/3/2019,Machines - Perferendis,563.41,1,2019
2651,5/3/2019,Accessories - Quaerat,880.55,8,2019
2652,5/3/2019,Art - Sapiente,132.26,10,2019
2653,5/2/2019,Paper - Eligendi,36.53,1,2019
2654,5/2/2019,Art - Sit,368.01,4,2019
2655,5/2/2019,Furnishings - Fugiat,304.65,1,2019
2656,5/1/2019,Envelopes - Nostrum,953.18,3,2019
2657,5/1/2019,Envelopes - Fugiat,598.2,5,2019
2658,5/1/2019,Phones - Enim,318.3,9,2019
2659,5/1/2019,Binders - Totam,512.25,4,2019
2660,4/30/2019,Binders - Eum,847.38,3,2019
2661,4/30/2019,Tables - Voluptatibus,762.92,1,2019
2662,4/30/2019,Chairs - Aspernatur,768.2,2,2019
2663,4/29/2019,Phones - Id,624.41,1,2019
2664,4/29/2019,Tables - Ducimus,730.09,6,2019
2665,4/29/2019,Copiers - Aspernatur,853.96,5,2019
2666,4/29/2019,Machines - Sed,117.18,3,2019
2667,4/29/2019,Tables - Et,821.72,8,2019
2668,4/29/2019,Accessories - Dolor,720.38,4,2019
2669,4/28/2019,Paper - Perspiciatis,846.08,8,2019
2670,4/28/2019,Furnishings - Reprehenderit,609.42,6,2019
2671,4/27/2019,Machines - Quam,360.5,8,2019
2672,4/27/2019,Machines - Itaque,447.21,2,2019
2673,4/26/2019,Envelopes - Provident,41.94,10,2019
2674,4/25/2019,Tables - Fugit,767.08,10,2019
2675,4/24/2019,Paper - Cumque,184.13,9,2019
2676,4/24/2019,Furnishings - Nisi,88.14,10,2019
2677,4/24/2019,Chairs - Accusantium,748.4,8,2019
2678,4/23/2019,Envelopes - Consectetur,638.54,1,2019
2679,4/23/2019,Binders - Rem,138.97,7,2019
2680,4/23/2019,Machines - Officia,756.78,1,2019
2681,4/23/2019,Furnishings - Nesciunt,643.51,7,2019
2682,4/22/2019,Machines - Doloremque,282.57,10,2019
2683,4/22/2019,Envelopes - Cumque,651.89,9,2019
2684,4/21/2019,Art - Eaque,137.59,8,2019
2685,4/21/2019,Accessories - Alias,889.11,2,2019
2686,4/21/2019,Machines - Id,878.95,1,2019
2687,4/20/2019,Binders - Inventore,681.16,1,2019
2688,4/20/2019,Tables - Totam,928.53,1,2019
2689,4/19/2019,Paper - Culpa,427,6,2019
2690,4/19/2019,Copiers - Tempora,842.03,7,2019
2691,4/18/2019,Tables - Consectetur,511.64,10,2019
2692,4/18/2019,Phones - Quisquam,399.54,8,2019
2693,4/18/2019,Tables - Assumenda,824.31,6,2019
2694,4/17/2019,Paper - Sed,722.88,9,2019
2695,4/17/2019,Phones - Ratione,270.52,9,2019
2696,4/15/2019,Tables - Debitis,909.9,3,2019
2697,4/15/2019,Machines - Voluptatibus,37.31,7,2019
2698,4/14/2019,Accessories - Ipsum,711.11,5,2019
2699,4/14/2019,Tables - Unde,996.78,4,2019
2700,4/14/2019,Art - Repudiandae,624.83,8,2019
2701,4/13/2019,Envelopes - Aut,88.39,8,2019
2702,4/13/2019,Bookcases - Culpa,17.8,7,2019
2703,4/13/2019,Furnishings - Ducimus,611.48,7,2019
2704,4/13/2019,Machines - Optio,845.73,8,2019
2705,4/13/2019,Paper - Quia,659.57,9,2019
2706,4/12/2019,Paper - Eius,893.43,6,2019
2707,4/12/2019,Bookcases - Vitae,78.2,3,2019
2708,4/12/2019,Machines - Qui,315.93,7,2019
2709,4/12/2019,Art - Cumque,495.48,2,2019
2710,4/12/2019,Chairs - Consequuntur,748.88,5,2019
2711,4/12/2019,Paper - Ipsam,972.08,6,2019
2712,4/12/2019,Furnishings - Dignissimos,240.32,4,2019
2713,4/12/2019,Phones - Saepe,832.42,9,2019
2714,4/12/2019,Phones - Quae,711.39,7,2019
2715,4/11/2019,Bookcases - Enim,585.31,4,2019
2716,4/11/2019,Bookcases - Facilis,110.12,3,2019
2717,4/10/2019,Art - Provident,194.72,1,2019
2718,4/10/2019,Machines - Eum,224.39,7,2019
2719,4/10/2019,Furnishings - Ex,22.63,9,2019
2720,4/10/2019,Copiers - Rerum,604.46,8,2019
2721,4/9/2019,Copiers - Voluptatum,318.29,2,2019
2722,4/9/2019,Machines - Beatae,611.82,6,2019
2723,4/9/2019,Binders - Illo,538.81,2,2019
2724,4/8/2019,Tables - Iste,444.72,7,2019
2725,4/8/2019,Paper - Voluptatem,744.1,9,2019
2726,4/8/2019,Binders - Blanditiis,708.97,10,2019
2727,4/7/2019,Machines - Explicabo,524.51,8,2019
2728,4/7/2019,Paper - Natus,703.05,7,2019
2729,4/7/2019,Envelopes - Quam,43.2,7,2019
2730,4/7/2019,Chairs - Fugiat,261.75,6,2019
2731,4/7/2019,Envelopes - Modi,54.98,10,2019
2732,4/7/2019,Envelopes - Illum,949.2,4,2019
2733,4/7/2019,Furnishings - Omnis,94.54,3,2019
2734,4/7/2019,Tables - Quo,264.29,8,2019
2735,4/6/2019,Chairs - Possimus,363.41,8,2019
2736,4/6/2019,Chairs - Autem,59.15,5,2019
2737,4/5/2019,Chairs - Libero,882.35,1,2019
2738,4/5/2019,Binders - Consequuntur,713.71,6,2019
2739,4/4/2019,Chairs - Delectus,252.66,7,2019
2740,4/4/2019,Paper - Praesentium,194.92,4,2019
2741,4/4/2019,Copiers - Iure,930.63,1,2019
2742,4/3/2019,Chairs - Quidem,763.96,8,2019
2743,4/3/2019,Chairs - Magni,339.24,5,2019
2744,4/2/2019,Paper - Voluptates,35.8,10,2019
2745,4/2/2019,Tables - Tenetur,744.76,7,2019
2746,4/2/2019,Envelopes - Sunt,368.44,6,2019
2747,4/2/2019,Tables - Eligendi,559.57,5,2019
2748,4/2/2019,Phones - Fuga,893.69,4,2019
2749,4/1/2019,Binders - Atque,536.16,9,2019
2750,4/1/2019,Bookcases - Iste,716.35,8,2019
2751,4/1/2019,Phones - Minima,366.69,10,2019
2752,3/31/2019,Paper - Soluta,832.45,10,2019
2753,3/30/2019,Bookcases - Molestias,607.98,3,2019
2754,3/29/2019,Envelopes - Temporibus,255.79,3,2019
2755,3/29/2019,Phones - Perspiciatis,567.33,8,2019
